32 15
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
2 4 4 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
2 3 3 3 3 0 0 0 0 4 4 4 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
2 3 0 0 0 0 0 0 0 0 0 0 0 0 10 0 10 4 4 4 4 2 2 0 0 0 0 0 0 0 0 2 
2 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 0 0 0 2 
2 10 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 
2 10 0 0 11 2 2 2 13 0 0 0 0 0 9 10 10 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 
2 2 2 2 2 2 2 2 2 2 10 10 10 10 4 0 0 0 10 0 10 0 0 0 0 2 2 2 2 2 2 2 
2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 
2 2 2 2 2 2 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 4 4 6 7 7 7 7 7 2 2 2 
2 2 2 2 2 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 3 3 6 6 6 6 6 6 2 2 2 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
