16 24
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 10 10 0 0 0 0 0 0 0 
0 0 0 0 0 10 0 0 0 0 0 4 4 4 0 0 
0 0 0 0 10 0 0 0 0 0 0 3 3 3 0 0 
0 1 0 0 0 0 4 0 10 0 0 0 3 0 0 9 
0 4 4 4 7 7 3 7 7 4 4 4 2 2 2 2 
13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 4 4 4 4 4 4 4 4 4 4 4 
0 0 0 0 4 3 3 0 0 0 3 3 3 3 3 3 
0 4 4 0 0 3 3 0 3 0 0 3 3 3 2 3 
13 3 3 3 0 0 0 0 3 3 0 0 0 0 0 3 
0 2 2 2 3 3 3 3 3 3 3 3 3 3 0 3 
0 3 3 3 2 0 3 3 3 3 0 3 2 0 3 2 
0 3 3 0 9 0 2 2 2 2 3 0 9 0 3 3 
0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 
0 0 0 10 0 0 0 0 0 0 0 0 0 13 0 11 
0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 
4 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
