16 24
0 0 0 0 0 0 4 0 0 0 0 0 13 0 0 0 
1 0 0 0 0 0 3 0 0 4 4 4 4 4 0 0 
4 4 4 10 4 5 3 4 0 0 0 0 3 3 7 10 
3 3 3 10 3 5 3 3 4 0 0 0 0 2 6 0 
2 3 3 10 3 5 9 0 3 0 4 0 0 2 6 10 
2 2 3 10 3 5 4 0 0 0 0 0 4 2 6 0 
2 2 3 10 3 5 3 0 0 0 4 4 3 2 6 10 
2 2 2 10 0 0 0 0 0 4 3 3 3 2 6 0 
2 2 2 2 2 0 0 0 4 3 2 2 2 2 6 0 
2 2 2 2 2 2 2 2 2 2 2 2 6 6 6 10 
0 0 0 0 0 0 0 0 0 0 0 0 6 6 6 2 
0 0 0 0 4 4 4 4 4 7 7 7 6 6 6 2 
0 0 0 4 3 3 3 3 3 3 3 6 6 6 6 2 
0 0 4 2 2 2 2 2 2 2 3 3 6 6 6 2 
4 0 0 0 0 0 0 0 0 0 3 3 3 3 3 2 
3 4 0 0 0 0 0 0 0 0 2 3 0 9 3 2 
0 0 0 4 4 0 0 2 2 2 2 2 2 4 3 3 
0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 0 
7 7 7 7 7 7 7 7 2 0 0 2 0 0 5 0 
6 6 6 6 6 6 6 6 2 2 0 0 0 13 5 11 
6 6 6 6 6 6 6 2 2 2 2 2 4 4 3 4 
6 6 6 6 6 6 6 2 2 2 2 2 3 3 3 3 
2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
