16 16
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 10 10 0 10 10 10 0 10 10 10 0 10 10 10 0 
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 4 10 10 0 0 10 10 0 0 10 10 0 0 10 10 
0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 
10 0 0 10 0 0 10 0 10 0 0 10 0 10 4 4 
7 7 7 7 7 7 7 7 7 7 7 7 7 7 3 3 
6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 3 
6 6 6 6 6 6 6 3 3 3 3 3 3 3 3 3 
