16 15
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 9 0 1 0 0 0 0 0 0 13 0 4 4 4 4 
4 4 4 4 4 4 0 0 0 0 4 4 3 3 3 3 
3 3 3 3 3 3 4 0 0 0 3 3 2 2 2 2 
3 3 3 3 3 3 3 4 0 0 0 3 0 0 0 11 
3 3 3 3 3 3 3 3 4 0 0 3 0 0 2 2 
3 3 3 3 3 3 3 3 3 4 0 3 0 2 2 2 
3 3 3 3 3 3 3 3 3 3 4 3 2 2 2 2 
3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
