16 18
0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 9 
4 4 4 5 5 5 5 5 5 5 5 4 4 4 4 4 
0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 0 
9 0 13 0 0 0 0 0 0 0 0 0 0 13 0 0 
4 4 4 10 10 10 10 5 5 10 10 10 10 4 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 11 
0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 4 
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
