16 18
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 4 4 4 4 4 4 4 4 4 7 7 7 7 7 
4 0 0 0 5 5 0 0 0 0 3 6 6 6 6 2 
3 4 0 0 5 0 0 0 0 0 3 13 6 6 13 11 
3 3 4 4 4 4 4 0 0 0 3 4 4 4 4 4 
3 3 0 0 0 0 0 0 4 0 0 0 0 0 0 3 
3 0 0 0 0 0 0 4 3 4 0 0 0 9 0 0 
3 0 0 4 4 4 4 3 3 3 4 4 4 4 0 0 
3 4 0 0 0 0 3 3 3 3 3 3 3 0 0 4 
0 0 4 0 0 0 0 3 3 3 3 0 0 10 0 0 
0 0 0 0 4 0 0 0 3 3 0 0 0 0 0 4 
0 0 0 0 0 0 5 3 3 0 0 10 0 10 0 0 
0 0 0 0 0 5 5 3 7 0 10 10 0 0 0 4 
0 1 0 0 5 5 5 3 6 4 4 10 10 10 0 0 
4 4 4 4 4 4 7 3 6 0 0 0 0 0 0 9 
3 3 3 3 3 2 6 7 6 7 7 7 7 4 4 3 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
