16 24
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4 10 10 10 4 4 4 4 0 0 0 0 0 0 0 0 
0 0 0 0 3 3 3 3 4 0 0 0 0 0 0 0 
0 0 0 0 3 3 3 3 3 4 0 0 0 0 0 0 
0 0 0 0 0 5 0 0 3 3 4 4 4 4 0 0 
0 0 0 4 10 4 4 0 0 0 0 0 0 0 0 4 
1 0 4 3 10 3 3 4 4 4 4 4 0 0 4 3 
4 4 3 3 10 3 0 0 9 3 0 0 0 4 3 3 
3 3 3 3 13 3 0 0 4 3 0 0 4 3 3 3 
3 3 3 3 0 3 4 0 0 0 0 4 3 3 3 3 
0 0 0 0 0 0 5 5 0 0 4 3 0 0 13 9 
0 4 4 4 4 4 4 4 0 4 3 0 0 0 4 4 
0 0 0 0 0 0 0 0 0 0 0 0 10 10 3 3 
4 10 10 10 10 4 4 10 10 4 4 10 0 0 3 3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 
0 4 7 7 7 7 7 7 7 7 7 7 7 7 3 3 
0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 5 0 0 0 0 0 13 0 0 11 
0 0 0 0 0 0 5 0 0 0 0 0 4 4 4 4 
4 4 7 7 4 4 4 4 4 4 7 7 3 3 3 3 
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
